Title
Annual Visitation and Record Year by Park (1904 - Last Calendar Year)

RegionName,ParkName,ParkType,Year,TRV
Southeast  Region,Great Smoky Mountains NP,National Park,1956,"2,885,800"
Southeast  Region,Great Smoky Mountains NP,National Park,1955,"2,581,500"
Southeast  Region,Great Smoky Mountains NP,National Park,1954,"2,526,900"
Southeast  Region,Great Smoky Mountains NP,National Park,1953,"2,250,772"
Southeast  Region,Great Smoky Mountains NP,National Park,1952,"2,322,152"
Southeast  Region,Great Smoky Mountains NP,National Park,1951,"1,945,100"
Southeast  Region,Great Smoky Mountains NP,National Park,1950,"1,843,620"
Southeast  Region,Great Smoky Mountains NP,National Park,1949,"1,539,641"
Southeast  Region,Great Smoky Mountains NP,National Park,1948,"1,469,749"
Southeast  Region,Great Smoky Mountains NP,National Park,1947,"1,204,017"
Southeast  Region,Great Smoky Mountains NP,National Park,1946,"1,157,930"
Southeast  Region,Great Smoky Mountains NP,National Park,1945,"750,690"
Southeast  Region,Great Smoky Mountains NP,National Park,1944,"534,586"
Southeast  Region,Great Smoky Mountains NP,National Park,1943,"383,116"
Southeast  Region,Great Smoky Mountains NP,National Park,1942,"728,706"
Southeast  Region,Great Smoky Mountains NP,National Park,1941,"1,310,101"
Southeast  Region,Great Smoky Mountains NP,National Park,1940,"860,960"
Southeast  Region,Great Smoky Mountains NP,National Park,1939,"761,567"
Southeast  Region,Great Smoky Mountains NP,National Park,1938,"694,634"
Southeast  Region,Great Smoky Mountains NP,National Park,1937,"727,243"
Southeast  Region,Great Smoky Mountains NP,National Park,1936,"602,222"
Southeast  Region,Great Smoky Mountains NP,National Park,1935,"500,000"
Southeast  Region,Great Smoky Mountains NP,National Park,1934,"420,000"
Southeast  Region,Great Smoky Mountains NP,National Park,1933,"375,000"
Southeast  Region,Great Smoky Mountains NP,National Park,1932,"300,000"
Southeast  Region,Great Smoky Mountains NP,National Park,1931,"154,000"
Southeast  Region,Great Smoky Mountains NP,National Park,1930,
Southeast  Region,Great Smoky Mountains NP,National Park,1929,
Southeast  Region,Great Smoky Mountains NP,National Park,1928,
Southeast  Region,Great Smoky Mountains NP,National Park,1927,
Southeast  Region,Great Smoky Mountains NP,National Park,1926,
Southeast  Region,Great Smoky Mountains NP,National Park,1925,
Southeast  Region,Great Smoky Mountains NP,National Park,1924,
Southeast  Region,Great Smoky Mountains NP,National Park,1923,
Southeast  Region,Great Smoky Mountains NP,National Park,1922,
Southeast  Region,Great Smoky Mountains NP,National Park,1921,
Southeast  Region,Great Smoky Mountains NP,National Park,1920,
Southeast  Region,Great Smoky Mountains NP,National Park,1919,
Southeast  Region,Mammoth Cave NP,National Park,2024,"747,042"
Southeast  Region,Mammoth Cave NP,National Park,2023,"654,450"
Southeast  Region,Mammoth Cave NP,National Park,2022,"663,147"
Southeast  Region,Mammoth Cave NP,National Park,2021,"515,774"
Southeast  Region,Mammoth Cave NP,National Park,2020,"290,392"
Southeast  Region,Mammoth Cave NP,National Park,2019,"551,590"
Southeast  Region,Mammoth Cave NP,National Park,2018,"533,206"
Southeast  Region,Mammoth Cave NP,National Park,2017,"587,853"
Southeast  Region,Mammoth Cave NP,National Park,2016,"586,514"
Southeast  Region,Mammoth Cave NP,National Park,2015,"566,895"
Southeast  Region,Mammoth Cave NP,National Park,2014,"522,628"
Southeast  Region,Mammoth Cave NP,National Park,2013,"494,541"
Southeast  Region,Mammoth Cave NP,National Park,2012,"508,054"
Southeast  Region,Mammoth Cave NP,National Park,2011,"483,319"
Southeast  Region,Mammoth Cave NP,National Park,2010,"497,225"
Southeast  Region,Mammoth Cave NP,National Park,2009,"503,856"
Southeast  Region,Mammoth Cave NP,National Park,2008,"446,174"
Southeast  Region,Mammoth Cave NP,National Park,2007,"487,305"
Southeast  Region,Mammoth Cave NP,National Park,2006,"597,934"
Southeast  Region,Mammoth Cave NP,National Park,2005,"1,878,006"
Southeast  Region,Mammoth Cave NP,National Park,2004,"1,888,267"
Southeast  Region,Mammoth Cave NP,National Park,2003,"1,869,137"
Southeast  Region,Mammoth Cave NP,National Park,2002,"1,891,307"
Southeast  Region,Mammoth Cave NP,National Park,2001,"1,883,580"
Southeast  Region,Mammoth Cave NP,National Park,2000,"1,749,268"
Southeast  Region,Mammoth Cave NP,National Park,1999,"1,710,983"
Southeast  Region,Mammoth Cave NP,National Park,1998,"2,113,992"
Southeast  Region,Mammoth Cave NP,National Park,1997,"1,997,658"
Southeast  Region,Mammoth Cave NP,National Park,1996,"1,896,829"
Southeast  Region,Mammoth Cave NP,National Park,1995,"1,935,709"
Southeast  Region,Mammoth Cave NP,National Park,1994,"2,009,935"
Southeast  Region,Mammoth Cave NP,National Park,1993,"2,396,234"
Southeast  Region,Mammoth Cave NP,National Park,1992,"2,392,858"
Southeast  Region,Mammoth Cave NP,National Park,1991,"2,158,195"
Southeast  Region,Mammoth Cave NP,National Park,1990,"1,924,538"
Southeast  Region,Mammoth Cave NP,National Park,1989,"1,672,840"
Southeast  Region,Mammoth Cave NP,National Park,1988,"1,735,610"
Southeast  Region,Mammoth Cave NP,National Park,1987,"1,636,340"
Southeast  Region,Mammoth Cave NP,National Park,1986,"1,646,673"
Southeast  Region,Mammoth Cave NP,National Park,1985,"1,507,939"
Southeast  Region,Mammoth Cave NP,National Park,1984,"1,501,450"
Southeast  Region,Mammoth Cave NP,National Park,1983,"1,498,503"
Southeast  Region,Mammoth Cave NP,National Park,1982,"1,526,676"
Southeast  Region,Mammoth Cave NP,National Park,1981,"1,404,317"
Southeast  Region,Mammoth Cave NP,National Park,1980,"1,495,787"
Southeast  Region,Mammoth Cave NP,National Park,1979,"1,384,910"
Southeast  Region,Mammoth Cave NP,National Park,1978,"1,640,488"
Southeast  Region,Mammoth Cave NP,National Park,1977,"1,806,300"
Southeast  Region,Mammoth Cave NP,National Park,1976,"1,748,900"
Southeast  Region,Mammoth Cave NP,National Park,1975,"1,680,700"
Southeast  Region,Mammoth Cave NP,National Park,1974,"1,566,900"
Southeast  Region,Mammoth Cave NP,National Park,1973,"1,754,500"
Southeast  Region,Mammoth Cave NP,National Park,1972,"1,699,782"
Southeast  Region,Mammoth Cave NP,National Park,1971,"1,571,900"
Southeast  Region,Mammoth Cave NP,National Park,1970,"1,726,500"
Southeast  Region,Mammoth Cave NP,National Park,1969,"1,299,700"
Southeast  Region,Mammoth Cave NP,National Park,1968,"1,540,200"
Southeast  Region,Mammoth Cave NP,National Park,1967,"1,282,800"
Southeast  Region,Mammoth Cave NP,National Park,1966,"1,143,800"
Southeast  Region,Mammoth Cave NP,National Park,1965,"872,200"
Southeast  Region,Mammoth Cave NP,National Park,1964,"793,400"
Southeast  Region,Mammoth Cave NP,National Park,1963,"636,100"
Southeast  Region,Mammoth Cave NP,National Park,1962,"569,300"
Southeast  Region,Mammoth Cave NP,National Park,1961,"519,300"
Southeast  Region,Mammoth Cave NP,National Park,1960,"519,100"
Southeast  Region,Mammoth Cave NP,National Park,1959,"490,300"
Southeast  Region,Mammoth Cave NP,National Park,1958,"480,100"
Southeast  Region,Mammoth Cave NP,National Park,1957,"450,200"
Southeast  Region,Mammoth Cave NP,National Park,1956,"466,100"
Southeast  Region,Mammoth Cave NP,National Park,1955,"447,800"
Southeast  Region,Mammoth Cave NP,National Park,1954,"439,800"
Southeast  Region,Mammoth Cave NP,National Park,1953,"499,416"
Southeast  Region,Mammoth Cave NP,National Park,1952,"438,030"
Southeast  Region,Mammoth Cave NP,National Park,1951,"364,213"
Southeast  Region,Mammoth Cave NP,National Park,1950,"254,187"
Southeast  Region,Mammoth Cave NP,National Park,1949,"211,792"
Southeast  Region,Mammoth Cave NP,National Park,1948,"180,621"
Southeast  Region,Mammoth Cave NP,National Park,1947,"185,111"
Southeast  Region,Mammoth Cave NP,National Park,1946,"162,877"
Southeast  Region,Mammoth Cave NP,National Park,1945,"70,513"
Southeast  Region,Mammoth Cave NP,National Park,1944,"49,389"
Southeast  Region,Mammoth Cave NP,National Park,1943,"44,611"
Southeast  Region,Mammoth Cave NP,National Park,1942,"87,157"
Southeast  Region,Mammoth Cave NP,National Park,1941,"165,996"
Southeast  Region,Mammoth Cave NP,National Park,1940,"117,751"
Southeast  Region,Mammoth Cave NP,National Park,1939,"116,516"
Southeast  Region,Mammoth Cave NP,National Park,1938,"120,692"
Southeast  Region,Mammoth Cave NP,National Park,1937,"75,434"
Southeast  Region,Mammoth Cave NP,National Park,1936,"57,775"
Southeast  Region,Mammoth Cave NP,National Park,1935,
Southeast  Region,Mammoth Cave NP,National Park,1934,
Southeast  Region,Mammoth Cave NP,National Park,1933,
Southeast  Region,Mammoth Cave NP,National Park,1932,
Southeast  Region,Mammoth Cave NP,National Park,1931,
Southeast  Region,Mammoth Cave NP,National Park,1930,
Southeast  Region,Mammoth Cave NP,National Park,1929,
Southeast  Region,Mammoth Cave NP,National Park,1928,
Southeast  Region,Mammoth Cave NP,National Park,1927,
Southeast  Region,Mammoth Cave NP,National Park,1926,
Southeast  Region,Mammoth Cave NP,National Park,1925,
Southeast  Region,Mammoth Cave NP,National Park,1924,
Southeast  Region,Mammoth Cave NP,National Park,1923,
Southeast  Region,Mammoth Cave NP,National Park,1922,
Southeast  Region,Mammoth Cave NP,National Park,1921,
Southeast  Region,Mammoth Cave NP,National Park,1920,
Southeast  Region,Mammoth Cave NP,National Park,1919,
Southeast  Region,Virgin Islands NP,National Park,2024,"423,029"
Southeast  Region,Virgin Islands NP,National Park,2023,"343,685"
Southeast  Region,Virgin Islands NP,National Park,2022,"196,752"
Southeast  Region,Virgin Islands NP,National Park,2021,"323,999"
Southeast  Region,Virgin Islands NP,National Park,2020,"167,540"
Southeast  Region,Virgin Islands NP,National Park,2019,"133,398"
Southeast  Region,Virgin Islands NP,National Park,2018,"112,287"
Southeast  Region,Virgin Islands NP,National Park,2017,"304,408"
Southeast  Region,Virgin Islands NP,National Park,2016,"411,343"
Southeast  Region,Virgin Islands NP,National Park,2015,"438,372"
Southeast  Region,Virgin Islands NP,National Park,2014,"426,930"
Southeast  Region,Virgin Islands NP,National Park,2013,"438,601"
Southeast  Region,Virgin Islands NP,National Park,2012,"483,341"
Southeast  Region,Virgin Islands NP,National Park,2011,"442,414"
Southeast  Region,Virgin Islands NP,National Park,2010,"493,477"
Southeast  Region,Virgin Islands NP,National Park,2009,"415,847"
Southeast  Region,Virgin Islands NP,National Park,2008,"469,034"
Southeast  Region,Virgin Islands NP,National Park,2007,"571,382"
Southeast  Region,Virgin Islands NP,National Park,2006,"677,289"
Southeast  Region,Virgin Islands NP,National Park,2005,"803,040"
Southeast  Region,Virgin Islands NP,National Park,2004,"793,590"
Southeast  Region,Virgin Islands NP,National Park,2003,"821,681"
Southeast  Region,Virgin Islands NP,National Park,2002,"693,494"
Southeast  Region,Virgin Islands NP,National Park,2001,"677,401"
Southeast  Region,Virgin Islands NP,National Park,2000,"703,992"
Southeast  Region,Virgin Islands NP,National Park,1999,"425,345"
Southeast  Region,Virgin Islands NP,National Park,1998,"556,849"
Southeast  Region,Virgin Islands NP,National Park,1997,"592,537"
Southeast  Region,Virgin Islands NP,National Park,1996,"475,942"
Southeast  Region,Virgin Islands NP,National Park,1995,"536,058"
Southeast  Region,Virgin Islands NP,National Park,1994,"635,291"
Southeast  Region,Virgin Islands NP,National Park,1993,"807,093"
Southeast  Region,Virgin Islands NP,National Park,1992,"772,470"
Southeast  Region,Virgin Islands NP,National Park,1991,"710,180"
Southeast  Region,Virgin Islands NP,National Park,1990,"664,735"
Southeast  Region,Virgin Islands NP,National Park,1989,"664,032"
Southeast  Region,Virgin Islands NP,National Park,1988,"838,684"
Southeast  Region,Virgin Islands NP,National Park,1987,"785,354"
Southeast  Region,Virgin Islands NP,National Park,1986,"766,458"
Southeast  Region,Virgin Islands NP,National Park,1985,"699,398"
Southeast  Region,Virgin Islands NP,National Park,1984,"666,435"
Southeast  Region,Virgin Islands NP,National Park,1983,"676,800"
Southeast  Region,Virgin Islands NP,National Park,1982,"673,480"
Southeast  Region,Virgin Islands NP,National Park,1981,"566,528"
Southeast  Region,Virgin Islands NP,National Park,1980,"547,918"
Southeast  Region,Virgin Islands NP,National Park,1979,"549,732"
Southeast  Region,Virgin Islands NP,National Park,1978,"481,662"
Southeast  Region,Virgin Islands NP,National Park,1977,"289,100"
Southeast  Region,Virgin Islands NP,National Park,1976,"182,600"
Southeast  Region,Virgin Islands NP,National Park,1975,"156,900"
Southeast  Region,Virgin Islands NP,National Park,1974,"154,800"
Southeast  Region,Virgin Islands NP,National Park,1973,"150,100"
Southeast  Region,Virgin Islands NP,National Park,1972,"148,626"
Southeast  Region,Virgin Islands NP,National Park,1971,"133,700"
Southeast  Region,Virgin Islands NP,National Park,1970,"126,600"
Southeast  Region,Virgin Islands NP,National Park,1969,"117,000"
Southeast  Region,Virgin Islands NP,National Park,1968,"123,800"
Southeast  Region,Virgin Islands NP,National Park,1967,"102,700"
Southeast  Region,Virgin Islands NP,National Park,1966,"66,000"
Southeast  Region,Virgin Islands NP,National Park,1965,"57,400"
Southeast  Region,Virgin Islands NP,National Park,1964,"71,600"
Southeast  Region,Virgin Islands NP,National Park,1963,"86,200"
Southeast  Region,Virgin Islands NP,National Park,1962,"55,400"
Southeast  Region,Virgin Islands NP,National Park,1961,"30,600"
Southeast  Region,Virgin Islands NP,National Park,1960,"27,200"
Southeast  Region,Virgin Islands NP,National Park,1959,"19,800"
Southeast  Region,Virgin Islands NP,National Park,1958,"13,900"
Southeast  Region,Virgin Islands NP,National Park,1957,"11,900"
Southeast  Region,Virgin Islands NP,National Park,1956,
Southeast  Region,Virgin Islands NP,National Park,1955,
Southeast  Region,Virgin Islands NP,National Park,1954,
Southeast  Region,Virgin Islands NP,National Park,1953,
Southeast  Region,Virgin Islands NP,National Park,1952,
Southeast  Region,Virgin Islands NP,National Park,1951,
Southeast  Region,Virgin Islands NP,National Park,1950,
Southeast  Region,Virgin Islands NP,National Park,1949,
Southeast  Region,Virgin Islands NP,National Park,1948,
Southeast  Region,Virgin Islands NP,National Park,1947,
Southeast  Region,Virgin Islands NP,National Park,1946,
Southeast  Region,Virgin Islands NP,National Park,1945,
Southeast  Region,Virgin Islands NP,National Park,1944,
Southeast  Region,Virgin Islands NP,National Park,1943,
Southeast  Region,Virgin Islands NP,National Park,1942,
Southeast  Region,Virgin Islands NP,National Park,1941,
Southeast  Region,Virgin Islands NP,National Park,1940,
Southeast  Region,Virgin Islands NP,National Park,1939,
Southeast  Region,Virgin Islands NP,National Park,1938,
Southeast  Region,Virgin Islands NP,National Park,1937,
Southeast  Region,Virgin Islands NP,National Park,1936,
Southeast  Region,Virgin Islands NP,National Park,1935,
Southeast  Region,Virgin Islands NP,National Park,1934,
Southeast  Region,Virgin Islands NP,National Park,1933,
Southeast  Region,Virgin Islands NP,National Park,1932,
Southeast  Region,Virgin Islands NP,National Park,1931,
Southeast  Region,Virgin Islands NP,National Park,1930,
Southeast  Region,Virgin Islands NP,National Park,1929,
Southeast  Region,Virgin Islands NP,National Park,1928,
Southeast  Region,Virgin Islands NP,National Park,1927,
Southeast  Region,Virgin Islands NP,National Park,1926,
Southeast  Region,Virgin Islands NP,National Park,1925,
Southeast  Region,Virgin Islands NP,National Park,1924,
Southeast  Region,Virgin Islands NP,National Park,1923,
Southeast  Region,Virgin Islands NP,National Park,1922,
Southeast  Region,Virgin Islands NP,National Park,1921,
Southeast  Region,Virgin Islands NP,National Park,1920,
Southeast  Region,Virgin Islands NP,National Park,1919,

